15,12735.8544746
12,17311.736073
12,8430.58078813
11,8407.79591783
15,3961.35976016
15,8619.5528885
14,3727.30104712
14,4195.3883357
11,9243.97140409
14,4817.4381953
12,8837.54398463
14,10057.5650306
12,4818.72648903
12,4391.18302095
15,4921.29296875
15,4609.52255155
14,4907.15552326
14,5162.02285714
14,4912.56493996
14,4987.39081508
12,4425.62631184
13,2736.62281369
14,4192.51435132
15,4838.75184502
14,9070.72796822
13,4681.99370189
13,4438.4595787
14,4786.96312905
14,4806.11787565
12,8578.0529663
14,4601.81636537
14,5268.9937827
14,4775.39490446
14,5047.15973742
13,4265.39916111
12,4352.01848049
12,4379.27118644
12,4279.68325792
12,4391.2740767
13,4882.016
13,4357.59050445
13,8226.48307692
14,4408.29189789
14,4318.91651134
14,4149.09064748
14,4182.73414231
14,4121.32626427
13,4779.52484255
14,4738.47136564
14,4846.8357016
14,5003.6433942
14,4705.68007542
14,4697.5805114
14,4643.06677141
14,5086.50924025
14,4694.07107601
14,4433.18392709
13,5683.39575965
13,4882.57313796
13,4753.40263158
13,321.938086304
12,2718.18435791
14,4799.69243697
14,4505.5519685
10,4390.52742098
13,4388.28211285
13,4307.64379947
13,4565.07021897
12,4295.23944743
11,4224.37322532
11,4146.86846276
11,4448.85139319
11,4243.24769874
12,3572.31395952
11,4042.16143498
12,4286.53997195
13,4593.52761628
13,3142.53698225
13,3903.26780451
11,4552.69776119
12,4503.33894737
13,4672.20594059
13,4747.14018692
13,4992.28716645
11,9974.48401897
10,4383.30113246
13,4326.77099237
13,4487.74495413
13,4654.21790541
13,4933.73898305
13,5024.55102041
13,4842.11888112
12,4691.34662045
12,4496.52797704
12,4593.12560976
13,4833.83284457
12,4626.49108097
11,4443.85315068
9,2101.25657371
11,7880.3097844
11,3500.47335203
11,4151.5677308
12,4289.92545455
11,4565.93009479
12,4141.56551598
11,12.4117053481
12,4107.03023256
11,4730.72385787
10,4553.5796439
12,4639.43429844
12,4991.99695431
11,4882.72343337
12,5927.10786548
12,4743.5456621
11,4336.41368115
10,4030.16959799
12,4207.80873672
13,4749.89700511
12,4025.50355619
12,3150.22833935
10,4606.90275229
12,4552.54402631
11,4574.62917064
13,2119.83225806
10,4642.7321381
12,4563.49033149
12,4310.27275519
12,8333.77507485
13,3867.88193202
13,4242.46105263
13,3958.10204082
13,4032.7559727
13,3534.15981964
12,4006.68842105
11,4320.34803002
11,4118.58241758
11,5093.21712944
11,3410.58461538
8,8714.35915371
10,4793.59447005
10,4750.65628743
11,4534.6751894
11,3866.39065421
10,8809.68625122
11,3308.23853211
11,4857.29336384
12,5269.26277146
11,4410.46765642
11,4676.5635622
11,4904.0555115
12,4522.29870928
12,4747.14376997
10,4725.60988514
11,4719.79441283
11,4333.51085694
11,4270.98134328
11,5190.91997793
11,4504.34790698
11,4379.02153586
11,4332.1634349
11,4341.97881874
11,4010.1509434
12,2200.68545994
9,4833.52432628
12,4449.53291139
10,4478.12813046
11,3883.69838057
11,4068.20382017
11,4153.20704846
11,3933.53072249
12,3960.22585859
12,4676.13871951
12,4758.74909877
12,4974.41978287
12,4679.64751958
9,7739.95406214
12,4826.26900198
12,4583.6974734
11,4902.52142857
12,4719.52087683
12,4166.38002774
10,4067.18413016
10,3815.37046499
10,4417.22604861
10,4183.85413677
11,4027.19344609
12,4571.68816254
12,4406.75622776
12,4153.83356643
11,4946.15283466
12,4425.93318809
11,4789.00472016
12,4788.78135048
11,4698.72087068
12,4752.80074143
12,4736.21348315
12,4704.70813107
12,4398.14107884
12,4120.11899314
12,3774.89273356
12,3939.38087248
12,4056.26552463
11,4337.82121807
11,4271.94188309
11,4196.07692308
12,3667.40208877
10,2680.53166987
10,4290.40748779
12,4749.51961824
12,2870.42783124
11,1285.53631285
11,3827.26304107
11,5339.81159726
12,3850.54766355
12,4086.27342124
12,3750.11670481
12,4128.58812074
12,3284.08471074
12,4192.75393154
12,4219.60714286
12,4182.76690391
12,4379.80130293
12,4431.14885496
12,4479.69078498
11,4466.81597846
12,4585.022
12,4476.97327791
11,3442.68443804
11,4840.23168317
10,3945.0567297
11,4203.1637044
12,3943.82698585
11,4278.22655427
10,4069.0656831
11,4415.01023256
11,4391.0678337
11,4049.49760766
10,4432.04801325
11,3867.49329759
7,10225.9037232
12,3797.98252427
12,3949.19861432
12,3948.16810183
12,2630.59440559
12,3836.95275591
11,4148.84324703
11,3607.55167173
11,4118.36937901
11,3355.14698275
11,4331.99732601
11,4152.12927284
11,3818.44377603
10,3659.34409222
9,7740.86941548
10,4086.29893238
11,4622.28004808
10,4782.660941
11,4891.45454545
11,3969.10928962
10,3967.20012566
10,4278.85174419
10,4127.62880886
9,3187.25070956
11,1673.3898051
11,1741.45126354
11,4178.49317206
11,4161.08638743
11,4167.30016313
11,3503.77862595
11,4064.97664835
11,4139.46222025
11,4369.14705882
10,4801.74531903
11,4229.52443221
11,4301.43584071
11,4075.04895961
10,4665.22789784
10,4547.64186047
11,1612.45631068
11,4428.94681779
11,3947.28583129
11,4271.89402985
10,4343.37847731
10,6476.15018012
11,4875.32637571
11,4810.92165899
11,4958.48616601
11,4657.32178771
11,3936.43122677
11,3537.74368932
9,4710.34043146
11,3491.58480565
11,4411.76059113
11,4253.02194357
11,4243.10316742
11,3614.67550371
10,4378.01560818
11,4422.07427785
11,4541.11389237
11,3933.18133803
11,3857.36678201
10,4582.75312786
11,4422.99863014
11,4908.38282648
11,4814.00796312
11,4775.81242236
11,4737.14198286
11,3996.51046025
11,4109.6332737
11,3625.17758047
10,4487.92768595
11,1879.21572387
11,4123.36569678
8,4388.68965517
11,4770.00284091
11,4143.89616253
11,3968.97040606
11,4483.72881356
11,4066.5250501
11,3357.42185515
10,3719.92532089
10,3871.58762887
10,4281.31084187
11,3871.68848921
10,3636.13953488
11,3981.5193133
11,3941.5936255
11,3732.93789474
11,4069.22826087
10,3709.74153846
10,4651.38809947
11,4591.39418255
11,4914.98314607
11,4039.54615715
10,4150.91000695
10,4357.44563882
10,4496.91672309
10,3617.92723493
11,4040.52713987
11,4055.55961538
11,4306.61369193
11,3550.73131673
11,4612.83827493
10,4255.40711462
10,4378.9715736
9,4650.48329049
10,4217.344098
7,4657.33312655
11,3899.10742706
