329	AAA023D18_00034
330	AB141P03_00486
331	AAA028A23_00655
332	AAA027L06_00133
333	AAA278I18_00386
334	AAA278O22_00482
335	AAA044N04_00677
336	AAA041L13_00657
337	AAA023J06_00038
338	AAA028I14_00322
339	AAA027M14_00548
340	AAA044D11_00677
341	AAA023D18_00035
342	AAA278I18_00385
343	AAA023D18_00036
344	AAA028I14_00555
345	AAA044D11_00917
346	AAA041L13_00246
347	AAA044N04_00222
348	bin_7_00465
349	bin_7_00220
350	AAA278I18_00531
351	AAA023D18_00037
352	AAA028A23_00656
353	AAA027L06_00132
354	AB141P03_00485
355	AAA278I18_00388
356	AAA278I18_00384
357	AAA278O22_00481
358	AAA023J06_00039
359	AAA041L13_00658
360	AAA028I14_00321
361	AAA044N04_00676
362	AAA027M14_00549
363	AAA044D11_00678
364	AAA023D18_00038
365	AAA278I18_00389
366	AB141P03_00484
367	AAA028A23_00657
368	AAA027L06_00131
369	AAA044D11_00679
370	AAA023J06_00043
371	AAA044N04_00674
372	AAA041L13_00662
373	AAA028I14_00318
374	AAA278O22_00478
375	AAA027M14_00550
376	AAA023D18_00039
377	AAA278I18_00390
378	AAA028A23_00658
379	AAA027L06_00130
380	AB141P03_00483
381	AAA027J17_00568
382	AAA044D11_00680
383	AAA023J06_00044
384	AAA041L13_00663
385	AAA027M14_00551
386	AAA044N04_00673
387	AAA028I14_00317
388	AAA278O22_00477
389	AAA023D18_00040
390	AB141P03_00482
391	AAA028A23_00659
392	AAA027J17_00567
393	AAA027L06_00129
394	AAA278I18_00391
395	AAA044D11_00681
396	AAA044N04_00672
397	AAA041L13_00664
398	AAA023J06_00045
399	AAA278O22_00476
400	AAA027M14_00552
401	AAA023D18_00041
402	AAA027J17_00566
403	AAA278I18_00392
404	AAA028A23_00660
405	AAA027L06_00128
406	AB141P03_00481
407	AAA044D11_00682
408	AAA278O22_00475
409	AAA027M14_00553
410	AAA044N04_00671
411	AAA041L13_00665
412	AAA023J06_00046
413	AAA041L13_01185
414	AAA041L13_01271
415	AAA023D18_00042
416	AAA278I18_00393
417	AB141P03_00480
418	AAA028A23_00661
419	AAA027L06_00127
420	AAA044D11_00684
421	AAA044N04_00626
422	AAA041L13_00913
423	AAA024D14_00152
424	AAA023J06_00091
425	AAA027M14_00812
426	AAA028I14_00222
427	AAA023D18_00043
428	AAA027J17_00570
429	AAA278I18_00394
430	AB141P03_00479
431	AAA027L06_00126
432	AAA028A23_00662
433	AAA044D11_00685
434	AAA044N04_00627
435	AAA041L13_00914
436	AAA023J06_00090
437	AAA024D14_00151
438	AAA027M14_00813
439	AAA023D18_00044
440	AAA023D18_00045
441	AAA023D18_00048
442	AAA278I18_00397
443	AB141P03_00476
444	AAA028A23_00708
445	AAA027L06_00123
446	AAA027J17_00573
447	AAA044D11_00688
448	AAA041L13_00917
449	AAA044N04_00630
450	AAA023J06_00087
451	AAA024D14_00148
452	AAA023D18_00049
453	AAA278I18_00398
454	AAA027L06_00122
455	AB141P03_00475
456	AAA028A23_00709
457	AAA027J17_00574
458	AAA044D11_00689
459	AAA027M14_00588
460	AAA024D14_00147
461	AAA023J06_00086
462	AAA044N04_00631
463	AAA041L13_00918
464	bin_7_01899
465	bin_7_00611
466	AAA027L06_00662
467	AB141P03_00603
468	AAA044D11_00555
469	AAA278I18_00328
470	AAA044N04_01198
471	AAA041L13_00804
472	AAA278O22_00590
473	AAA028I14_00531
474	AAA023D18_00050
475	AB141P03_00474
476	AAA028A23_00710
477	AAA027L06_00121
478	AAA027J17_00575
479	AAA278I18_00399
480	bin_7_01898
481	AAA044D11_00690
482	AAA278O22_00474
483	AAA027M14_00554
484	AAA024D14_00146
485	AAA023J06_00085
486	AAA044N04_00632
487	AAA041L13_00919
488	AAA023D18_00051
489	AAA028A23_00711
490	AAA027L06_00120
491	AAA278I18_00400
492	AAA027J17_00576
493	AAA044D11_00691
494	bin_7_01897
495	AAA027M14_00555
496	AAA023J06_00084
497	AAA044N04_00633
498	AAA024D14_00145
499	AAA278O22_00473
500	AAA041L13_00920
501	AAA023D18_00052
502	AAA027J17_00577
503	AB141P03_00610
504	AAA027L06_00119
505	AAA028A23_00712
506	AAA278I18_00401
507	AAA044D11_00692
508	bin_7_01896
509	AAA278O22_00472
510	AAA041L13_00676
511	AAA044N04_00634
512	AAA024D14_00144
513	AAA023J06_00083
514	AAA027M14_00556
515	AAA023D18_00053
516	AAA028A23_00713
517	AB141P03_00609
518	AAA027J17_00578
519	AAA027L06_00118
520	AAA278I18_00402
521	AAA044D11_00694
522	AAA024D14_00143
523	AAA028I14_00536
524	AAA044N04_00635
525	AAA023J06_00082
526	AAA041L13_00677
527	AAA027M14_00557
528	AAA023D18_00054
529	AB141P03_00608
530	AAA278I18_00403
531	AAA028A23_00714
532	AAA027L06_00117
533	AAA027J17_00579
534	AAA278O22_01105
535	AAA044D11_00695
536	AAA027M14_00558
537	AAA044N04_00636
538	AAA041L13_00678
539	AAA024D14_00142
540	AAA023J06_00081
541	AAA023D18_00055
542	AB141P03_00607
543	AAA027J17_00580
544	AAA027L06_00116
545	AAA278I18_00404
546	AAA044D11_00696
547	AAA278O22_01106
548	AAA024D14_00141
549	AAA044N04_00637
550	AAA041L13_00679
551	AAA023D18_00056
552	AB141P03_00606
553	AAA028A23_00706
554	AAA027L06_00115
555	AAA027J17_00581
556	AAA044N04_00638
557	AAA041L13_00680
558	AAA024D14_00140
559	AAA023J06_00079
560	AAA278O22_01107
561	AAA027M14_00560
562	AAA023D18_00057
563	AB141P03_00605
564	AAA278I18_00405
565	AAA028A23_00705
566	AAA027L06_00114
567	AAA027J17_00582
568	AAA044D11_00698
569	AAA027M14_00561
570	AAA278O22_01108
571	AAA023J06_00078
572	AAA044N04_00639
573	AAA041L13_00681
574	AAA024D14_00139
575	AAA023D18_00058
576	AB141P03_00351
577	AAA028A23_00704
578	AAA027L06_00113
579	AAA027J17_00583
580	AAA278I18_00406
581	AAA044D11_00699
582	AAA024D14_00138
583	AAA044N04_00640
584	AAA041L13_00682
585	AAA023J06_00077
586	AAA028I14_00629
587	AAA278O22_01109
588	AAA027M14_00562
589	AAA023D18_00059
590	AAA278I18_00407
591	AAA027J17_00584
592	AAA027L06_00112
593	AAA028A23_00703
594	AB141P03_00350
595	AAA027M14_00563
596	AAA278O22_01110
597	AAA024D14_00137
598	AAA044N04_00641
599	AAA041L13_00683
600	AAA028I14_00630
601	AAA044D11_00700
602	AAA023J06_00076
603	AAA023D18_00060
604	AAA027J17_00585
605	AAA028A23_00702
606	AB141P03_00349
607	AAA278I18_00408
608	AAA041L13_00684
609	AAA044N04_00642
610	AAA024D14_00136
611	AAA023J06_00075
612	AAA278O22_01111
613	AAA027M14_00564
614	AAA044D11_00701
615	AAA028I14_00631
616	bin_7_01659
617	AAA023D18_00061
618	AAA027J17_00586
619	AB141P03_00348
620	AAA028A23_00701
621	AAA027L06_00109
622	AAA278I18_00409
623	AAA044D11_00702
624	AAA044N04_00643
625	AAA041L13_00685
626	AAA023J06_00074
627	AAA027M14_00565
628	AAA024D14_00135
629	AAA278O22_01112
630	AAA028I14_00632
631	AAA023D18_00062
632	AB141P03_00346
633	AAA028A23_00694
634	AAA027L06_00896
635	AAA027J17_00588
636	AAA278I18_00410
637	AAA044D11_00703
638	AAA278O22_01113
639	AAA027M14_00566
640	AAA023J06_00073
641	AAA044N04_00644
642	AAA041L13_00686
643	AAA024D14_00134
644	AAA028I14_00633
645	AAA023D18_00063
646	AAA027L06_00895
647	AAA028A23_00695
648	AAA278I18_00411
649	AB141P03_00345
650	AAA027J17_00589
651	bin_7_01493
652	AAA044D11_00704
653	AAA278O22_01114
654	AAA027M14_00567
655	AAA041L13_00687
656	AAA024D14_00133
657	AAA023J06_00072
658	AAA044N04_00645
659	AAA028I14_00634
660	AAA023D18_00064
661	AB141P03_00344
662	AAA028A23_00696
663	AAA027L06_00894
664	AAA027J17_00590
665	AAA278I18_00412
666	AAA024D14_00132
667	AAA044N04_00646
668	AAA041L13_00688
669	AAA023J06_00071
670	bin_7_01494
671	AAA278O22_01115
672	AAA044D11_00705
673	AAA027M14_00568
674	bin_7_00639
675	AAA023D18_00065
676	AAA028A23_00697
677	AAA278I18_00413
678	AB141P03_00343
679	AAA027L06_00893
680	AAA027J17_00591
681	AAA044D11_00706
682	AAA044N04_00647
683	AAA023J06_00070
684	AAA041L13_00689
685	AAA024D14_00131
686	AAA278O22_01116
687	AAA027M14_00569
688	bin_7_01495
689	AAA023D18_00066
690	AAA278I18_00414
691	AAA028A23_00698
692	AAA027L06_00892
693	AB141P03_00342
694	AAA027J17_00592
695	AAA044D11_00707
696	bin_7_01496
697	AAA278O22_01117
698	AAA027M14_00570
699	AAA024D14_00130
700	AAA023J06_00069
701	AAA044N04_00648
702	AAA041L13_00690
703	AAA023D18_00067
704	AAA027J17_00593
705	AB141P03_00341
706	AAA027L06_00891
707	AAA028A23_00699
708	AAA278I18_00415
709	AAA023D18_00068
710	AAA027J17_00594
711	AB141P03_00340
712	AAA027L06_00890
713	AAA278I18_00416
714	bin_7_01498
715	AAA024D14_00128
716	AAA023J06_00067
717	AAA044N04_00650
718	AAA041L13_00692
719	AAA044D11_00709
720	AAA278O22_01119
721	AAA027M14_00572
722	AAA023D18_00069
723	AAA278I18_00417
724	AAA028A23_00792
725	AAA027L06_00889
726	AAA027J17_00595
727	AB141P03_00339
728	AAA041L13_00693
729	AAA044N04_00651
730	AAA024D14_00127
731	AAA023J06_00066
732	bin_7_01499
733	AAA027M14_00573
734	AAA278O22_01120
735	AAA044D11_00710
736	AAA023D18_00070
737	AAA278I18_00418
738	AAA027J17_00596
739	AB141P03_00338
740	AAA027L06_00888
741	AAA028A23_00791
742	AAA044D11_00711
743	bin_7_01500
744	AAA044N04_00652
745	AAA041L13_00694
746	AAA278O22_01121
747	AAA024D14_00126
748	AAA023J06_00065
749	AAA027M14_00574
750	AAA023D18_00071
751	AAA278I18_00419
752	AAA027J17_00597
753	AB141P03_00337
754	AAA027L06_00887
755	AAA028A23_00790
756	AAA044D11_00712
757	AAA044N04_00653
758	AAA041L13_00695
759	AAA024D14_00125
760	bin_7_01501
761	AAA023J06_00064
762	AAA278O22_01122
763	AAA027M14_00575
764	AAA023D18_00072
765	AAA027L06_00886
766	AB141P03_00336
767	AAA028A23_00789
768	AAA278I18_00420
769	AAA027J17_00598
770	AAA027M14_00576
771	AAA044D11_00713
772	AAA044N04_00654
773	AAA041L13_00696
774	AAA278O22_01123
775	AAA023J06_00063
776	AAA024D14_00124
777	bin_7_01502
778	AAA023D18_00073
779	AAA027J17_00599
780	AAA027L06_00885
781	AB141P03_00335
782	AAA028A23_00788
783	AAA278I18_00421
784	AAA044D11_00714
785	AAA278O22_01124
786	AAA023J06_00062
787	AAA024D14_00123
788	bin_7_01503
789	AAA044N04_00655
790	AAA041L13_00697
791	AAA027M14_00577
792	AAA023D18_00074
793	AB141P03_00334
794	AAA027L06_00884
795	AAA027J17_00600
796	AAA278I18_00422
797	AAA278O22_01125
798	AAA027M14_00578
799	AAA044N04_00656
800	AAA041L13_00698
801	AAA024D14_00122
802	AAA023J06_00061
803	AAA044D11_00715
804	bin_7_01504
805	AAA023D18_00075
806	AAA027L06_00883
807	AB141P03_00333
808	AAA278I18_00423
809	AAA027J17_00601
810	bin_7_01505
811	AAA044D11_00716
812	AAA044N04_00657
813	AAA041L13_00699
814	AAA023J06_00060
815	AAA278O22_01126
816	AAA027M14_00579
817	AAA023D18_00076
818	AB141P03_00332
819	AAA027L06_00882
820	AAA027J17_00602
821	AAA278I18_00424
822	AAA027M14_00580
823	AAA278O22_01127
824	AAA041L13_00700
825	AAA044N04_00658
826	AAA024D14_00807
827	AAA023J06_00059
828	bin_7_01506
829	AAA044D11_00717
830	AAA023D18_00077
831	AB141P03_00331
832	AAA027L06_00881
833	AAA278I18_00425
834	AAA027J17_00603
835	AAA044D11_00718
836	bin_7_01507
837	AAA023J06_00058
838	AAA044N04_00659
839	AAA041L13_00701
840	AAA278O22_01128
841	AAA024D14_00806
842	AAA027M14_00581
843	AAA023D18_00078
844	AAA278I18_00426
845	AAA027J17_00604
846	AB141P03_00330
847	AAA027L06_00880
848	AAA044D11_00719
849	bin_7_01508
850	bin_7_00645
851	AAA044N04_00662
852	AAA041L13_00674
853	AAA023J06_00055
854	AAA027M14_00582
855	AAA278O22_01130
856	AAA028A23_00841
857	AAA023D18_00079
858	AAA278I18_00427
859	AB141P03_00329
860	AAA027J17_00609
861	AAA044D11_00720
862	bin_7_01509
863	bin_7_00646
864	AAA028A23_00852
865	AAA278O22_00556
866	AAA027M14_00801
867	AAA024D14_00781
868	AAA044N04_00767
869	AAA041L13_01446
870	AAA023D18_00080
871	AB141P03_00328
872	AAA027J17_00610
873	AAA027L06_01037
874	AAA278I18_00428
875	AAA044D11_00721
876	bin_7_01510
877	bin_7_00647
878	AAA041L13_00673
879	AAA023J06_00054
880	AAA044N04_00663
881	AAA027M14_00583
882	AAA023D18_00081
883	AAA278I18_00429
884	AAA027L06_01036
885	AAA028A23_00638
886	AB141P03_00327
887	AAA027J17_00611
888	AAA044D11_00722
889	AAA027M14_00584
890	AAA023J06_00053
891	AAA041L13_00672
892	AAA044N04_00664
893	AAA023D18_00082
894	AAA027J17_00612
895	AB141P03_00326
896	AAA028A23_00637
897	AAA027L06_01035
898	AAA278I18_00430
899	bin_7_01511
900	bin_7_00648
901	AAA044D11_00723
902	AAA027M14_00585
903	AAA023J06_00052
904	AAA041L13_00671
905	AAA044N04_00665
906	AAA023D18_00083
907	AB141P03_00325
908	AAA028A23_00636
909	AAA027L06_01034
910	AAA027J17_00613
911	AAA278I18_00431
912	AAA044D11_00724
913	bin_7_01517
914	bin_7_00654
915	AAA041L13_00668
916	AAA023J06_00049
917	AAA044N04_00668
918	AAA023D18_00084
919	AB141P03_00324
920	AAA028A23_00635
921	AAA027L06_01033
922	AAA278I18_00432
923	AAA027J17_00614
924	bin_7_01518
925	bin_7_00655
926	AAA044D11_00725
927	AAA023J06_00048
928	AAA041L13_00667
929	AAA044N04_00669
930	AAA027M14_00258
931	AAA278O22_00461
932	AAA044N04_00183
933	AAA028I14_00245
934	AAA024D14_00405
935	AAA044N04_01077
936	AAA041L13_00085
937	AAA027J17_00806
938	AAA278I18_00701
939	AAA028A23_00497
940	AAA027L06_00999
941	AAA023D18_00494
942	AAA044D11_00058
943	AAA278O22_00699
944	AAA027M14_00238
945	AAA023D18_00085
946	AAA028A23_00634
947	AAA278I18_00433
948	AB141P03_00323
949	AAA027M14_00811
950	AAA023J06_00047
951	AAA041L13_00666
952	AAA044N04_00670
953	AAA044D11_00683
954	AAA027L06_00456
955	AAA023D18_00086
956	AAA278I18_00434
957	AB141P03_00322
958	AAA028A23_00633
959	AAA027L06_00455
960	AAA027J17_00995
961	AAA023J06_00092
962	AAA024D14_00153
963	AAA028I14_00221
964	AAA044N04_00625
965	AAA041L13_00912
966	AAA027M14_00809
967	AAA044D11_00726
968	AAA278O22_01175
969	bin_7_00656
970	bin_7_01519
971	AAA023D18_00087
972	AB141P03_00321
973	AAA027L06_00454
974	AAA278I18_00435
975	AAA028A23_00632
976	bin_7_00657
977	bin_7_01520
978	AAA044N04_00624
979	AAA041L13_00911
980	AAA024D14_00154
981	AAA023J06_00093
982	AAA028I14_00220
983	AAA278O22_01174
984	AAA027M14_00808
985	AAA044D11_00727
986	AAA023D18_00088
987	AAA027L06_00453
988	AAA028A23_00631
989	AB141P03_00320
990	AAA278I18_00436
991	AAA044D11_00728
992	bin_7_00658
993	bin_7_01521
994	AAA028I14_00219
995	AAA044N04_00623
996	AAA041L13_00910
997	AAA024D14_00155
998	AAA023J06_00094
999	AAA027M14_00807
1000	AAA023D18_00089
1001	AB141P03_00319
1002	AAA027L06_00452
1003	AAA028A23_00630
1004	AAA278I18_00437
1005	bin_7_01522
1006	bin_7_00659
1007	AAA044D11_00729
1008	AAA044N04_00622
1009	AAA041L13_00909
1010	AAA023J06_00095
1011	AAA024D14_00156
1012	AAA028I14_00218
1013	AAA278O22_00198
1014	AAA027M14_00806
1015	AAA023D18_00090
1016	AAA278I18_00438
1017	AB141P03_00318
1018	AAA027L06_00451
1019	AAA028A23_00629
1020	AAA044D11_00120
1021	AAA278O22_00197
1022	AAA023D18_00091
1023	AAA278I18_00439
1024	AB141P03_00317
1025	AAA027L06_00450
1026	AAA028A23_00628
1027	AAA027M14_00804
1028	bin_7_01525
1029	bin_7_00661
1030	AAA278O22_00196
1031	AAA044N04_00620
1032	AAA024D14_00158
1033	AAA041L13_00907
1034	AAA023J06_00097
1035	AAA023D18_00092
1036	AAA278I18_00440
1037	AB141P03_00316
1038	AAA027L06_00449
1039	AAA028A23_00627
1040	AAA044N04_00619
1041	bin_7_00662
1042	AAA041L13_00906
1043	bin_7_01526
1044	AAA023J06_00098
1045	AAA024D14_00159
1046	AAA278O22_00195
1047	AAA023D18_00093
1048	AAA278I18_00441
1049	AAA027L06_00448
1050	AAA028A23_00626
1051	AB141P03_00315
1052	AAA278O22_00194
1053	AAA024D14_00160
1054	AAA044N04_00618
1055	AAA041L13_00905
1056	AAA023J06_00099
1057	bin_7_01527
1058	bin_7_00663
1059	AAA023D18_00095
1060	AAA278I18_00443
1061	AAA027L06_00446
1062	AAA028A23_00624
1063	AB141P03_00313
1064	AAA278O22_00192
1065	bin_7_01530
1066	bin_7_00666
1067	AAA028I14_00612
1068	AAA023J06_00101
1069	AAA024D14_00162
1070	AAA044N04_00616
1071	AAA041L13_00903
1072	AAA023D18_00096
1073	AAA027L06_00445
1074	AB141P03_00312
1075	AAA028A23_00623
1076	AAA278I18_00444
1077	AAA278O22_00191
1078	AAA023J06_00102
1079	AAA028I14_00611
1080	AAA024D14_00163
1081	AAA041L13_00902
1082	AAA044N04_00615
1083	bin_7_01900
1084	AAA023D18_00097
1085	AAA278I18_00445
1086	AB141P03_00311
1087	AAA027L06_00444
1088	AAA028A23_00622
1089	AAA028I14_00610
1090	AAA041L13_00901
1091	AAA044N04_00614
1092	AAA024D14_00164
1093	bin_7_01901
1094	AAA278O22_00190
1095	AAA023D18_00098
1096	AAA023D18_00099
1097	AAA023D18_00100
1098	AAA023D18_00101
1099	AAA023D18_00102
1100	AAA023D18_00103
1101	AAA023D18_00104
1102	AAA028A23_00619
1103	AAA027L06_00442
1104	AB141P03_00308
1105	AAA278I18_00446
1106	AAA023J06_00105
1107	AAA278O22_00186
1108	AAA028I14_00606
1109	AAA024D14_00167
1110	AAA044N04_00610
1111	AAA041L13_01033
1112	bin_7_01906
1113	AAA023D18_00106
1114	AAA278I18_00448
1115	AAA027L06_00440
1116	AB141P03_00306
1117	AAA028A23_00617
1118	bin_7_00547
1119	bin_7_01777
1120	AAA027M14_00016
1121	AAA044N04_00606
1122	AAA278O22_00231
1123	AAA041L13_01037
1124	AAA028I14_00604
1125	AAA024D14_00171
1126	AAA023D18_00108
1127	AAA023D18_00109
1128	AAA023D18_00110
1129	AAA023D18_00111
1130	AAA023D18_00112
1131	AB141P03_00298
1132	AAA028A23_00611
1133	AAA027L06_00434
1134	AAA027J17_00507
1135	AAA278O22_00252
1136	AAA023J06_00405
1137	AAA041L13_01268
1138	AAA027M14_00030
1139	AAA044N04_00566
1140	AAA023D18_00113
1141	AAA027J17_00506
1142	AAA028A23_00610
1143	AAA027L06_00433
1144	AB141P03_00297
1145	AAA027M14_00031
1146	AAA041L13_01269
1147	AAA044N04_00567
1148	AAA278O22_00253
1149	AAA044D11_00538
1150	AAA023D18_00114
1151	AAA027L06_00431
1152	AAA027J17_00504
1153	AB141P03_00295
1154	AAA044N04_00569
1155	AAA041L13_01443
1156	bin_7_01094
1157	AAA278O22_00255
1158	AAA027M14_00033
1159	AAA023D18_00115
1160	AAA027J17_00503
1161	AB141P03_00294
1162	AAA027L06_00430
1163	bin_7_01095
1164	AAA027M14_00034
1165	AAA278O22_00256
1166	AAA041L13_01442
1167	AAA044N04_00570
1168	AAA024D14_00797
1169	AAA023D18_00116
1170	AAA027J17_00502
1171	AB141P03_00293
